date,coordinates
20220801,"-120.149583, 51.115783"
20220810,"-121.894133, 50.715633"
20220812,"-117.4577, 49.539333"
20221021,"-120.89565, 56.39375"
20220807,"-122.657883, 53.558116"
20221030,"-125.772167, 50.418617"
20220810,"-118.576867, 50.05085"
20220824,"-121.506617, 49.9397"
20230317,"-120.769917, 50.092233"
20220718,"-121.067183, 50.119867"
20220826,"-123.6247, 54.425033"
20220811,"-120.790117, 49.807633"
20220812,"-117.48845, 49.513167"
20220708,"-126.6955, 59.831467"
20220801,"-125.742633, 50.239083"
20221023,"-124.766383, 49.426833"
20221010,"-119.6125, 49.917583"
20220821,"-115.009133, 49.7892"
20220828,"-122.6318, 50.545117"
20220811,"-126.643383, 54.240383"
20220902,"-125.251683, 50.101517"
20220722,"-117.742867, 49.525967"
20221009,"-119.86985, 49.7208"
20220626,"-126.563283, 58.9458"
20220812,"-121.6885, 50.564"
20221105,"-124.004866, 49.673767"
20220812,"-117.84875, 50.525033"
20220728,"-119.044833, 51.386"
20221019,"-124.429133, 49.84625"
20220804,"-117.744367, 49.533817"
20220827,"-121.28775, 51.331467"
20220705,"-122.471333, 52.7147"
20220819,"-118.104283, 50.996917"
20220724,"-122.157883, 49.196883"
20220819,"-118.050317, 51.24615"
20220812,"-123.95515, 53.08435"
20220810,"-123.830033, 51.548317"
20220822,"-122.412033, 52.141367"
20220407,"-122.120633, 52.063283"
20220824,"-117.566483, 50.090517"
20220818,"-121.97165, 51.449433"
20220808,"-117.56075, 50.303133"
20220705,"-131.548533, 57.754166"
20220806,"-121.395917, 50.649083"
20220822,"-122.581116, 55.48545"
20220826,"-118.121217, 49.253417"
20220821,"-121.867583, 52.05985"
20220812,"-125.237033, 54.7638"
20221005,"-127.206417, 54.78595"
20220412,"-123.682433, 52.12595"
20220731,"-119.645967, 50.8293"
20220524,"-122.048117, 52.120167"
20220825,"-118.124533, 49.995583"
20220812,"-121.598667, 50.6377"
20220902,"-121.733167, 55.59625"
20220522,"-122.245167, 50.7221"
20220704,"-123.642783, 54.523833"
20220819,"-119.340633, 52.486833"
20220810,"-120.1385, 50.47375"
20220731,"-119.071233, 50.451183"
20220823,"-121.754883, 54.925033"
20220825,"-118.759383, 49.132433"
20220718,"-120.865083, 50.420633"
20220722,"-115.46755, 49.49725"
20220818,"-121.637783, 52.51775"
20220913,"-120.747616, 49.6715"
20220819,"-118.105067, 50.991267"
20220812,"-117.192967, 49.7058"
20220812,"-122.426167, 52.676533"
20230323,"-121.841583, 50.787417"
20220717,"-120.477533, 50.524617"
20220819,"-118.439567, 50.958683"
20220729,"-119.937583, 50.9689"
20220405,"-115.624617, 49.60425"
20220701,"-121.353067, 53.453717"
20220731,"-123.291, 54.850033"
20220729,"-119.318983, 51.032333"
20221002,"-119.424283, 49.464"
20220819,"-121.405067, 51.74525"
20221023,"-119.7066, 49.456883"
20220716,"-118.50255, 51.5403"
20220717,"-119.389217, 50.95225"
20220812,"-116.28125, 50.764083"
20220821,"-122.392667, 55.629167"
20221011,"-119.274167, 49.531367"
20220823,"-118.582417, 49.720533"
20220729,"-120.537733, 50.813167"
20220901,"-116.895433, 50.308567"
20220822,"-122.368, 52.056"
20220510,"-127.721117, 55.439583"
20220716,"-121.13145, 59.140117"
20221008,"-123.520083, 48.80205"
20220812,"-126.879683, 54.465933"
20220913,"-124.472033, 48.925383"
20221011,"-120.950033, 49.311417"
20221024,"-125.193866, 50.135483"
20220822,"-116.0437, 50.415083"
20220808,"-119.856867, 50.906033"
20220823,"-115.785467, 49.603217"
20220812,"-125.116083, 53.2372"
20220804,"-119.821233, 49.612183"
20220729,"-119.374667, 52.789317"
20221001,"-124.113033, 49.275"
20220824,"-121.323417, 49.03605"
20220718,"-121.55245, 55.731617"
20220823,"-120.937683, 49.779167"
20220801,"-122.29225, 49.446583"
20220505,"-121.645767, 50.39025"
20220811,"-121.71745, 50.572633"
20220802,"-119.005983, 51.203333"
20221020,"-124.571967, 48.888867"
20220814,"-120.380133, 50.1408"
20220812,"-120.685467, 49.492167"
20220902,"-123.325633, 50.579717"
20220823,"-117.459417, 49.789333"
20220812,"-120.5868, 50.513"
20220822,"-121.4552, 52.9385"
20220810,"-122.25705, 50.75295"
20220706,"-130.469467, 58.897333"
20221004,"-121.788617, 49.078883"
20221003,"-121.5747, 49.7722"
20220808,"-120.790817, 49.9091"
20220907,"-126.446083, 53.983117"
20220818,"-116.839166, 49.769267"
20220702,"-130.891017, 58.222233"
20220815,"-120.866717, 50.413567"
20220819,"-118.095917, 50.99225"
20220704,"-131.576117, 57.63945"
20220423,"-121.858617, 51.9963"
20220915,"-121.906033, 49.637717"
20220414,"-123.400967, 52.137467"
20220723,"-117.73375, 49.519133"
20220913,"-119.833867, 49.8668"
20220827,"-117.464717, 49.434633"
20220819,"-117.313067, 50.601883"
20220620,"-120.886167, 59.558767"
20220811,"-118.1968, 49.78435"
20220812,"-125.6753, 55.17455"
20220413,"-118.8552, 49.021933"
20220720,"-118.996167, 49.116083"
20220906,"-125.691116, 51.903333"
20220820,"-125.36115, 53.601483"
20220523,"-122.320833, 56.120217"
20220825,"-120.6162, 49.10575"
20220826,"-118.020917, 50.008017"
20220801,"-121.32175, 51.57745"
20220823,"-118.68725, 51.97225"
20220729,"-123.487983, 55.811233"
20220826,"-115.751483, 49.982633"
20220630,"-121.74475, 49.341267"
20220822,"-118.486067, 49.595733"
20221005,"-124.9037, 49.319283"
20220825,"-121.535167, 49.942717"
20220729,"-120.196033, 51.203"
20220901,"-116.649, 51.12915"
20221009,"-123.1291, 52.000817"
20220729,"-118.20985, 50.8829"
20220423,"-122.43405, 51.949133"
20220819,"-117.124702, 50.74108"
20220822,"-118.28945, 50.448733"
20220801,"-121.525417, 51.708333"
20221002,"-124.509, 49.357533"
20220508,"-120.4332, 50.552133"
20220819,"-118.173467, 50.909683"
20230322,"-119.27715, 50.205167"
20220819,"-118.134367, 51.248767"
20220531,"-120.022083, 59.981717"
20220812,"-125.755833, 50.39355"
20220826,"-122.187733, 55.202817"
20220827,"-121.743667, 51.738533"
20220810,"-119.873833, 50.555833"
20220821,"-118.775033, 50.988883"
20220409,"-123.09805, 51.9415"
20220702,"-124.547867, 49.910467"
20220812,"-118.39205, 49.668783"
20220502,"-119.73325, 50.488883"
20220823,"-121.456217, 49.393217"
20220417,"-123.960533, 52.142917"
20220821,"-115.707117, 50.468467"
20220517,"-121.073817, 50.78825"
20220526,"-124.626617, 49.288833"
20220513,"-119.41725, 51.690483"
20220825,"-117.200017, 49.56625"
20220801,"-122.807467, 55.1632"
20220811,"-117.7525, 49.493983"
20221018,"-127.2378, 54.582683"
20220819,"-118.153633, 51.186333"
20220826,"-122.170867, 51.870633"
20220410,"-119.970017, 50.334867"
20220407,"-123.176317, 52.040317"
20220819,"-117.498183, 50.6553"
20220819,"-116.8463, 51.028867"
20220410,"-123.487033, 52.108883"
20220831,"-120.6596, 49.51785"
20220825,"-115.995583, 50.412967"
20220724,"-116.106617, 49.6177"
20220812,"-120.651383, 50.277883"
20220919,"-125.0124, 49.008867"
20220517,"-124.392033, 51.628117"
20220627,"-121.3208, 50.59015"
20220821,"-118.314083, 50.675833"
20221029,"-115.5192, 49.361467"
20220410,"-119.973133, 50.323617"
20220422,"-127.455283, 55.2103"
20220813,"-118.64965, 49.796867"
20220926,"-125.290783, 49.887167"
20220801,"-122.045867, 52.123217"
20210628,"-120.7622, 51.027867"
20220707,"-119.331633, 52.124117"
20220801,"-119.130217, 51.543217"
20220820,"-120.586333, 49.666167"
20220921,"-121.282133, 50.517117"
20220827,"-120.117737, 54.909085"
20220706,"-122.212633, 59.70875"
20220729,"-120.599167, 50.4897"
20220828,"-121.351783, 49.029267"
20220729,"-115.70535, 50.73675"
20220716,"-121.523, 59.316333"
20220924,"-120.7892, 49.9029"
20220812,"-120.864667, 49.005633"
20220823,"-118.371917, 50.293367"
20220902,"-120.4888, 57.45605"
20220907,"-124.22465, 52.1353"
20220819,"-124.08395, 48.76175"
20220729,"-118.542933, 51.9773"
20220812,"-127.166483, 55.448733"
20220811,"-125.355333, 55.281667"
20220812,"-117.939783, 50.261883"
20220706,"-127.442333, 58.784167"
20220829,"-121.22635, 51.6951"
20220730,"-118.310783, 50.699733"
20221116,"-124.317817, 48.538"
20221014,"-117.553, 49.1827"
20220808,"-124.969167, 55.648"
20220413,"-123.5258, 52.099167"
20220415,"-128.0593, 55.1007"
20220525,"-121.741283, 49.386867"
20220823,"-117.287133, 49.399117"
20220901,"-121.117833, 49.002333"
20221117,"-121.821167, 49.238433"
20220818,"-127.307533, 54.190883"
20220722,"-117.498133, 49.9033"
20220727,"-118.551617, 50.615783"
20220831,"-122.03975, 53.634367"
20220812,"-120.850167, 52.431033"
20221015,"-124.523833, 49.855667"
20220827,"-121.438333, 48.99225"
20220828,"-117.147083, 51.506383"
20220728,"-122.946133, 54.727367"
20220819,"-118.363617, 49.419583"
20221013,"-121.0937, 49.149717"
20220812,"-120.252883, 50.253717"
20220622,"-118.236533, 51.166333"
20220812,"-117.711, 50.673467"
20221003,"-121.84195, 49.686233"
20220812,"-120.871367, 50.186167"
20230326,"-119.94225, 50.655533"
20220819,"-124.180233, 52.369367"
20220820,"-125.821033, 52.371417"
20220827,"-115.0545, 49.42475"
20220824,"-118.419184, 49.041876"
20220825,"-117.183017, 49.24135"
20220827,"-117.52975, 49.77385"
20220812,"-116.749883, 49.675633"
20220722,"-117.78725, 49.5377"
20220812,"-117.717417, 50.486367"
20220815,"-127.0527, 53.686133"
20220819,"-118.039083, 51.16635"
20221031,"-122.1741, 52.139933"
20220905,"-124.450733, 50.419833"
20220728,"-118.232517, 51.07025"
20220605,"-119.789417, 49.17045"
20220811,"-122.3628, 53.639583"
20220802,"-117.70345, 51.7405"
20220810,"-120.294333, 50.233033"
20220410,"-119.970417, 50.31705"
20220819,"-127.418333, 54.080817"
20221016,"-120.059383, 49.943617"
20220703,"-121.409583, 53.3482"
20220402,"-120.856283, 50.170617"
20230319,"-120.953183, 50.1371"
20230323,"-119.72745, 50.81"
20220413,"-123.585583, 52.099883"
20220822,"-122.996783, 52.228833"
20220826,"-121.342433, 51.373567"
20220903,"-120.992333, 54.7395"
20220913,"-121.581, 51.140167"
20221015,"-124.762533, 49.179417"
20220905,"-119.170617, 50.39215"
20220430,"-119.879533, 50.521817"
20220831,"-122.024133, 55.953867"
20220729,"-120.6693, 50.789667"
20230330,"-121.644367, 49.37295"
20220826,"-117.26455, 49.599917"
20220808,"-129.776283, 56.111117"
20220410,"-122.36895, 52.357033"
20220707,"-129.100367, 59.715417"
20220812,"-116.274217, 50.7592"
20220920,"-125.417783, 49.911"
20220914,"-121.314883, 56.064583"
20220725,"-115.606383, 49.120783"
20220819,"-121.735467, 51.664383"
20220810,"-121.69495, 50.512817"
20220812,"-116.891833, 49.52905"
20220628,"-128.054167, 55.53505"
20220804,"-121.9018, 52.070916"
20220812,"-121.03145, 49.6385"
20220614,"-119.158833, 52.773367"
20220728,"-122.288233, 49.1434"
20220814,"-119.404433, 49.93145"
20220812,"-117.587267, 49.5414"
20220725,"-124.406967, 54.52775"
20220628,"-125.9002, 50.107333"
20220729,"-118.3599, 51.13135"
20220815,"-117.1291, 49.3029"
20220815,"-116.481033, 50.893"
20220825,"-121.448367, 49.941167"
20220905,"-123.499317, 53.618483"
20220822,"-124.951633, 55.072333"
20220810,"-119.22065, 52.187783"
20220908,"-118.326117, 50.641"
20220801,"-121.4459, 51.759567"
20220719,"-119.524867, 49.884783"
20220808,"-119.493983, 51.206917"
20220822,"-124.592167, 53.731"
20220913,"-122.005067, 52.038017"
20220819,"-118.1473, 51.301533"
20220826,"-125.347217, 50.07895"
20220824,"-126.29875, 53.880383"
20220729,"-120.223683, 50.9536"
20220912,"-115.623617, 50.355467"
20220819,"-118.288133, 51.580833"
20221001,"-123.899283, 54.09495"
20220804,"-119.5878, 49.69155"
20221020,"-122.8526, 50.847933"
20220815,"-120.4658, 50.616217"
20221014,"-115.6413, 49.545883"
20220729,"-118.64095, 51.050467"
20220801,"-126.16255, 52.42455"
20221011,"-123.160967, 51.916467"
20220819,"-116.649, 51.127083"
20220416,"-128.05225, 55.103867"
20220827,"-123.462533, 48.466"
20220910,"-119.0047, 50.7485"
20220719,"-120.657033, 55.947617"
20220821,"-115.615467, 49.1857"
20220824,"-125.418583, 49.314083"
20220818,"-123.344033, 49.454133"
20220819,"-119.204467, 51.1223"
20220801,"-122.305117, 51.558383"
20220519,"-122.1167, 52.04995"
20220801,"-115.616517, 49.308633"
20220821,"-115.219783, 49.848583"
20220824,"-126.9376, 53.239983"
20220810,"-122.086, 55.52355"
20220819,"-121.72145, 51.669217"
20220812,"-117.743117, 50.45255"
20220720,"-131.675933, 57.588"
20220810,"-120.955333, 49.310417"
20220801,"-122.951833, 55.6825"
20220430,"-114.90285, 49.744217"
20220731,"-122.778617, 57.97365"
20220820,"-122.21625, 55.190467"
20220628,"-124.69545, 50.855867"
20220812,"-118.6543, 50.441783"
20220729,"-119.503933, 51.343933"
20221013,"-120.61625, 56.369933"
20220717,"-120.835417, 50.248217"
20220821,"-124.142733, 53.548867"
20220819,"-121.888533, 51.65155"
20220831,"-121.242333, 49.695317"
20220823,"-120.171133, 56.608583"
20220825,"-117.2575, 49.5833"
20220901,"-126.134967, 49.918167"
20220413,"-120.163783, 51.310867"
20220408,"-120.078833, 50.762367"
20221214,"-132.049833, 53.642633"
20220812,"-125.828133, 55.021917"
20220522,"-120.56205, 55.648183"
20221017,"-122.003, 56.504"
20220823,"-117.199417, 49.426667"
20220722,"-117.736733, 49.52295"
20220825,"-117.871033, 49.6822"
20220829,"-122.431333, 54.110317"
20221018,"-119.490283, 49.481533"
20221119,"-122.213183, 49.300733"
20220623,"-127.819217, 57.701867"
20220412,"-120.67365, 50.859267"
20220406,"-120.077283, 50.76025"
20220426,"-119.965383, 50.8705"
20220410,"-122.28235, 49.14405"
20220827,"-115.78095, 49.3907"
20220819,"-118.09595, 51.252167"
20220817,"-118.292933, 50.721733"
20220913,"-121.934783, 50.664417"
20220816,"-115.726417, 50.01345"
20220805,"-118.712833, 50.628"
20220821,"-118.426467, 50.628867"
20221017,"-121.266583, 51.92775"
20220702,"-132.9985, 59.088117"
20220722,"-121.587, 49.344783"
20220830,"-119.2077, 49.932333"
20220901,"-116.877133, 50.926017"
20220810,"-125.273417, 49.230283"
20220825,"-122.639833, 50.554583"
20220816,"-122.875466, 50.184483"
20220812,"-120.220883, 51.276883"
20220826,"-121.0986, 50.33915"
20220718,"-117.870033, 50.326583"
20220824,"-120.583967, 49.633183"
20220818,"-117.879133, 50.491817"
20220822,"-119.475667, 51.911717"
20220726,"-126.270767, 49.671517"
20221018,"-115.5675, 49.6823"
20220421,"-123.14705, 51.9897"
20220821,"-125.384967, 53.613917"
20220812,"-120.83155, 50.454917"
20220708,"-122.874083, 58.928567"
20220810,"-124.799033, 50.197417"
20220812,"-121.316533, 50.489583"
20220701,"-134.526767, 59.777533"
20221018,"-120.691433, 56.579783"
20220811,"-117.482817, 49.576833"
20220814,"-120.8396, 50.455467"
20220521,"-127.812433, 55.1"
20220801,"-121.615683, 51.72985"
20220704,"-123.168, 58.9765"
20220801,"-118.6226, 51.8735"
20220813,"-122.9378, 54.098283"
20220813,"-115.8558, 49.886617"
20220821,"-115.678533, 50.553083"
20220729,"-119.7687, 51.274782"
20220822,"-121.45875, 50.664417"
20220831,"-120.540033, 55.02855"
20220906,"-118.901, 50.67845"
20230329,"-121.141667, 50.28395"
20220811,"-124.850433, 49.513733"
20220902,"-120.79175, 51.3978"
20220822,"-118.544433, 51.9254"
20220722,"-116.97335, 49.782417"
20220722,"-116.938067, 49.268967"
20220815,"-125.82395, 49.68545"
20220828,"-123.535133, 48.520283"
20220823,"-117.412667, 49.419667"
20220522,"-122.078667, 57.085829"
20220912,"-115.9263, 49.59855"
20220716,"-131.790033, 57.685167"
20220715,"-121.28095, 50.521633"
20221008,"-124.140417, 48.447633"
20220705,"-131.36555, 57.813883"
20220904,"-119.618167, 49.4478"
20220729,"-118.213867, 50.9011"
20221030,"-121.938417, 52.167867"
20220913,"-125.134117, 50.13175"
20220905,"-121.512383, 49.7406"
20220704,"-129.326, 56.262"
20220819,"-120.3773, 53.345667"
20220925,"-117.2128, 49.624117"
20220826,"-116.71715, 50.271717"
20220812,"-120.52545, 49.644467"
20221015,"-121.406583, 55.000667"
20220812,"-117.539, 49.13335"
20220831,"-120.368633, 50.656533"
20220801,"-121.451383, 51.738833"
20220808,"-128.670466, 54.6404"
20230328,"-121.84985, 50.6176"
20220417,"-122.19175, 50.73445"
20220821,"-121.991467, 55.108167"
20220822,"-117.9677, 50.6317"
20220818,"-123.931083, 49.073633"
20220820,"-119.173367, 52.813117"
20220810,"-121.646133, 50.47335"
20220719,"-123.25925, 49.50845"
20220826,"-120.182883, 51.00285"
20220702,"-121.759333, 58.19415"
20220819,"-118.154133, 50.94265"
20220824,"-121.2713, 49.731083"
20220812,"-120.639317, 50.2776"
20220812,"-120.572667, 50.335967"
20220731,"-119.373, 52.986117"
20220701,"-134.149483, 59.74375"
20220415,"-115.544833, 50.12005"
20220810,"-119.2642, 51.348383"
20220814,"-120.202167, 50.871667"
20230326,"-121.160083, 50.291633"
20220831,"-118.752617, 50.927617"
20220908,"-117.434, 49.360717"
20220825,"-121.503667, 50.969033"
20220729,"-118.009683, 50.641083"
20220914,"-124.993083, 49.699417"
20220527,"-119.0489, 50.813833"
20220812,"-118.373883, 50.872933"
20220820,"-120.655833, 49.516667"
20220910,"-122.182483, 53.729283"
20220821,"-120.7316, 49.011467"
20220819,"-118.208333, 50.904217"
20220823,"-115.6796, 49.64085"
20220909,"-118.312817, 50.61115"
20220824,"-118.584067, 50.901467"
20220819,"-121.727417, 49.392333"
20220603,"-123.838333, 55.376333"
20220802,"-118.548083, 51.005617"
20220726,"-122.275383, 49.144783"
20221011,"-121.600566, 49.35945"
20220819,"-118.062183, 50.8795"
20220812,"-125.368, 55.035"
20220813,"-118.2838, 50.662967"
20220827,"-121.3507, 51.787417"
20221005,"-119.796333, 51.085167"
20220723,"-118.06395, 49.09955"
20220826,"-118.135917, 50.00975"
20220819,"-119.273, 52.194833"
20221010,"-124.493617, 53.076067"
20220822,"-121.2323, 49.049"
20220826,"-127.33175, 54.964717"
20221014,"-120.8602, 52.289617"
20220804,"-117.643333, 50.672133"
20220812,"-115.707867, 50.061667"
20220526,"-122.050383, 52.11925"
20220812,"-117.942833, 49.715067"
20220728,"-121.394467, 50.6593"
20220823,"-119.631917, 53.220367"
20220820,"-122.281167, 55.245933"
20220819,"-117.424, 50.6242"
20220801,"-121.077283, 51.742867"
20220812,"-117.514567, 49.554683"
20220812,"-117.8542, 50.505083"
20220818,"-120.718867, 49.788633"
20230330,"-120.314867, 50.432917"
20220817,"-121.02205, 49.872633"
20220716,"-124.068367, 59.543533"
20220629,"-123.875483, 48.754783"
20220819,"-127.3653, 54.046667"
20221020,"-125.609166, 49.431117"
20220813,"-120.591783, 50.700217"
20220830,"-123.5165, 49.576283"
20220731,"-118.394917, 50.763833"
20220914,"-117.044117, 50.4323"
20220825,"-122.209533, 50.157283"
20220819,"-117.4745, 50.651433"
20220829,"-117.713433, 49.472217"
20220602,"-115.725766, 49.96075"
20220810,"-125.276333, 53.1077"
20220905,"-125.984883, 49.866467"
20220816,"-118.782667, 49.454033"
20220417,"-121.209067, 51.35295"
20220921,"-121.947867, 49.102417"
20220819,"-117.5109, 50.693983"
20220704,"-122.285067, 58.372383"
20220714,"-123.890883, 49.7523"
20220811,"-118.104317, 51.65675"
20220801,"-123.244283, 49.547"
20220807,"-117.717717, 51.757633"
20220805,"-131.790083, 57.369817"
20220723,"-117.252533, 49.1903"
20220804,"-121.408883, 50.738217"
20220812,"-120.129167, 51.112333"
20220729,"-121.431616, 50.62905"
20220913,"-121.587617, 51.71305"
20220511,"-121.904433, 52.039633"
20220920,"-122.9157, 53.8079"
20221001,"-123.017233, 54.597167"
20220819,"-118.085217, 50.990517"
20220825,"-121.423033, 50.018333"
20220904,"-118.821383, 49.0393"
20220729,"-119.050867, 50.4352"
20220801,"-118.339033, 51.1548"
20220814,"-116.724717, 49.209133"
20220623,"-125.3068, 52.467733"
20220826,"-117.010133, 49.08305"
20220810,"-121.466383, 52.42505"
20220717,"-121.095433, 50.12505"
20220812,"-124.468667, 55.466167"
20230124,"-123.899867, 49.527017"
20220819,"-123.42385, 51.49325"
20220812,"-124.762167, 55.423333"
20220819,"-116.668833, 51.145083"
20220914,"-121.365666, 49.836517"
20220810,"-116.88425, 49.0645"
20220428,"-119.118, 50.979483"
20220811,"-117.446383, 49.712767"
20220904,"-121.479917, 51.249117"
20220823,"-117.317383, 49.364833"
20220821,"-120.6286, 49.593883"
20220814,"-119.549417, 51.291217"
20220814,"-118.787417, 49.80255"
20220722,"-116.258533, 50.833867"
20220811,"-121.8206, 50.570433"
20220724,"-122.275783, 49.144917"
20220825,"-125.208117, 57.19705"
